name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,purpose,performance_score
Genius x1,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Razer Battlefield 4 Taipan,70.88,Optical,Wired,8200.0,Both,Multicolor,Mid-Range Gaming,37.67
Perixx MX-1000,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
Perixx PERIMICE-712B,49.42,Optical,Wireless,2000.0,Right,Black / Silver,Portable,43.33
Perixx Perimice-710,47.59,Optical,Wireless,1600.0,Right,Black / Silver,Portable,42.67
Perixx PERIMICE-711,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Perixx PERIMICE-713,28.42,Optical,Wireless,2000.0,Right,Black,Office/Budget,43.33
Perixx PERIMICE-307B,47.58,Optical,Wired,1600.0,Right,Black / Silver,Mid-Range Gaming,26.67
Perixx Perimice-710W,27.11,Optical,Wireless,1600.0,Right,White,Office/Budget,42.67
Perixx PERIMICE-307R,22.46,Optical,Wired,1600.0,Right,Black / Red,Office/Budget,26.67
Perixx MX-3000B,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Perixx PERIMICE-712R,23.82,Optical,Wireless,2000.0,Right,Black / Red,Office/Budget,43.33
Perixx MX-2000R,57.45,Laser,Wired,5040.0,Right,Black / Red,Mid-Range Gaming,32.4
Perixx MX-3200,53.32,Laser,Wired,5040.0,Both,Black / Silver,Mid-Range Gaming,32.4
Perixx MX-3000R,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Perixx PERIMICE-513,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Lenovo K5923,56.39,Touchpad,Wireless,3200.0,Both,Black,Portable,45.33
Perixx 11063,56.39,Touchpad,Wireless,3200.0,Both,Black,Portable,45.33
Cobra E-Blue Mazer II,118.23,Laser,Wireless,2500.0,Right,Black / Silver,Portable,44.17
Cobra E-3lueHorizon,28.74,Laser,Wireless,3200.0,Both,Black / Blue,Office/Budget,45.33
Cobra EMS140BKC,94.3,Laser,Wired,2500.0,Right,Black / Silver,Mid-Range Gaming,28.17
Cobra E-Blue MARVEL AUROZA IRON MAN 3,37.4,Laser,Wired,4000.0,Both,Red,Mid-Range Gaming,30.67
Cobra E-blue Cobra II,63.81,Optical,Wireless,2500.0,Right,Black,Portable,44.17
Asus UX300,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
Genius 31010010100,11.55,Optical,Wired,1200.0,Both,Black,Office/Budget,26.0
Genius Death Knight Silver edition,118.49,Optical,Wired,3500.0,Both,Black / Silver,Mid-Range Gaming,29.83
Genius Maurus X,67.85,Laser,Wired,4000.0,Both,Black / Red,Mid-Range Gaming,30.67
Logitech m505,30.45,Laser,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Logitech M560,97.4,Laser,Wireless,3200.0,Right,Black,Portable,45.33
ROCCAT Kone Pure Color,139.27,Laser,Wired,8200.0,Right,Black / White,Mid-Range Gaming,37.67
Samsung AA-SM7PWBB,18.77,Optical,Bluetooth Wireless,1600.0,Both,Black,Office/Budget,42.67
SteelSeries Sensei RAW Heat Orange,62.78,Laser,Wired,5670.0,Both,Black / Orange,Mid-Range Gaming,33.45
Rosewill RGM-1000,86.26,Laser,Wired,8000.0,Right,Black,Mid-Range Gaming,37.33
Logitech MX510,30.3,Laser,Wired,800.0,Right,Black / Red,Mid-Range Gaming,25.33
Mionix AVIOR 7000,49.99,Optical,Wired,7000.0,Both,Black / Blue,Mid-Range Gaming,35.67
Rosewill Helix RM-20,56.37,Optical,Wired,2400.0,Right,Black / Silver,Mid-Range Gaming,28.0
HP Z5000,90.92,Laser,Bluetooth Wireless,3200.0,Both,White,Portable,45.33
Cobra Mazer Type-R,29.47,Optical,Wired,2400.0,Right,Black / Blue,Office/Budget,28.0
HP Z3600,28.74,Laser,Wireless,3200.0,Both,Black / Blue,Office/Budget,45.33
AZIO G8 GM8200,74.62,Laser,Wired,8200.0,Right,Black / Purple,Mid-Range Gaming,37.67
Ergoguys CST3645,26.91,Optical,Wired,1600.0,Right,Black,Office/Budget,26.67
HP H6E52AA#ABA,27.46,Laser,Wireless,1600.0,Both,Multicolor,Office/Budget,42.67
Logitech V200,25.06,Optical,Wireless,3200.0,Both,Silver,Office/Budget,45.33
SteelSeries Rival,35.94,Optical,Wired,6500.0,Right,Black / Green,Mid-Range Gaming,34.83
Lenovo ThinkPad Precision Wireless Mouse,20.08,Optical,Wireless,1200.0,Both,Black / Red,Office/Budget,42.0
Asus VivoMouse WT710,18.07,Optical,Wireless,1200.0,Both,Gray,Office/Budget,42.0
Gear Head MPT3400YLW-CP10,22.01,Optical,Wireless,800.0,Right,Black / Yellow,Office/Budget,41.33
Genius 31030088102,25.19,Optical,Wireless,1600.0,Both,White,Office/Budget,42.67
Genius 31030107103,17.95,Optical,Wireless,1200.0,Both,Silver,Office/Budget,42.0
HP X1250,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cobra Cobra Type-S,22.41,Optical,Wired,1600.0,Right,Blue / White,Office/Budget,26.67
Cobra Cobra Junior,32.57,Optical,Wired,1600.0,Right,Black / Blue,Mid-Range Gaming,26.67
Cobra Silenz,20.65,Optical,Wired,2400.0,Both,Multicolor,Office/Budget,28.0
Ergoguys Onyx,68.11,Optical,Wired,400.0,Right,Blue / White,Mid-Range Gaming,24.67
Genius DeathTaker White Edition,64.58,Laser,Wired,5700.0,Right,White / Red,Mid-Range Gaming,33.5
Logitech 910-003359,143.71,Laser,Wireless,1000.0,Both,Black / Silver,Portable,41.67
Mad Catz MCB437040002/04/1,70.93,Laser,Wired,8200.0,Right,Black / Blue,Mid-Range Gaming,37.67
Func MS- 3 Revision 2,67.85,Laser,Wired,5670.0,Right,Black / Red,Mid-Range Gaming,33.45
Lenovo 0C41072,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Mad Catz Titanfall R.A.T.3,26.71,Optical,Wired,3500.0,Right,Orange / White,Office/Budget,29.83
GAMDIAS ZEUS,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
GAMDIAS DEMETER,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
GAMDIAS APOLLO,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
GAMDIAS HADES Optical Extension,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
SteelSeries 62250,74.11,Laser,Wireless,5670.0,Both,Black / Silver,Portable,49.45
Asus BX700,69.64,Laser,Bluetooth Wireless,3200.0,Right,Gray,Portable,45.33
Gigabyte M5050,17.86,Optical,Wired,800.0,Both,White,Office/Budget,25.33
Lenovo 0B47153,19.98,Optical,Wired,1600.0,Both,Black / Red,Office/Budget,26.67
AZIO GM2400,29.47,Optical,Wired,2400.0,Right,Black / Blue,Office/Budget,28.0
Corsair Raptor LM3,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Ozone Gaming Xenon,28.9,Optical,Wired,3500.0,Both,Black,Office/Budget,29.83
Mionix AVIOR SK,101.53,Optical,Wired,7000.0,Both,Black / White,Mid-Range Gaming,35.67
Toshiba PA3982U-1E2B,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Etekcity Scroll X1 M555,19.19,Optical,Wired,2400.0,Right,Black / Red,Office/Budget,28.0
UtechSmart 4000 DPI Gaming Mouse,41.82,Laser,Wired,4000.0,Both,Multicolor,Mid-Range Gaming,30.67
UtechSmart US-D5700-GM,32.99,Laser,Wired,5700.0,Right,Multicolor,Mid-Range Gaming,33.5
UtechSmart US-D8000-GM,134.77,Laser,Wired,8000.0,Right,Black / Silver,Mid-Range Gaming,37.33
UtechSmart US-D8200-GM,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
EVGA TORQ X10 Carbon,66.11,Laser,Wired,8200.0,Both,Black / Red,Mid-Range Gaming,37.67
Genius Traveler D6600,89.22,Optical,Wireless,1200.0,Both,Black / Silver,Portable,42.0
Genius DX-6810,17.95,Optical,Wireless,1200.0,Both,Silver,Office/Budget,42.0
EVGA TORQ X10,66.11,Laser,Wired,8200.0,Both,Black / Red,Mid-Range Gaming,37.67
Razer DeathAdder World of Tanks,100.93,Optical,Wired,6400.0,Right,Black / Orange,Mid-Range Gaming,34.67
Cherry JW-T0200,131.24,Laser,Wireless,2000.0,Both,Black / Silver,Portable,43.33
Adesso iMouse G3,19.15,Optical,Wired,2400.0,Right,Multicolor,Office/Budget,28.0
Rosewill RM-7900,113.35,Laser,Wireless,2000.0,Right,Black / Silver,Portable,43.33
Targus AMU51US,18.98,Laser,Wired,3200.0,Both,Silver,Office/Budget,29.33
V7 MV3040-24G-BLK-15NB,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
V7 MV3040-24G-RED-15NB,20.08,Optical,Wireless,1200.0,Both,Black / Red,Office/Budget,42.0
V7 MV6000-BT-BLK-15NB,19.08,Optical,Wireless,1600.0,Both,Black,Office/Budget,42.67
Logitech Wheel,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Samsung ET-MP900DBEGUJ,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Zowie FK1,20.65,Optical,Wired,2300.0,Both,Black / Yellow,Office/Budget,27.83
Zalman Knossos,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
ROCCAT Kone Pure Military,33.51,Optical,Wired,5000.0,Right,Black / Green,Mid-Range Gaming,32.33
Anker AK-98AN5000-BA,44.37,Laser,Wired,5000.0,Right,Black / Blue,Mid-Range Gaming,32.33
Genius NS-6005,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Zowie AM,23.66,Optical,Wired,2300.0,Both,Black / Red,Office/Budget,27.83
Zowie AM-FG WHITE,26.47,Optical,Wired,2300.0,Both,White / Gray,Office/Budget,27.83
Zowie EC1-eVo,20.12,Optical,Wired,2300.0,Right,Black / White,Office/Budget,27.83
Zowie EC1-eVo-CL,20.12,Optical,Wired,2300.0,Right,Black / White,Office/Budget,27.83
Zowie EC1-eVo WHITE,28.25,Optical,Wired,2300.0,Right,White,Office/Budget,27.83
Zowie EC2-eVo,20.12,Optical,Wired,2300.0,Right,Black / White,Office/Budget,27.83
Zowie EC2-eVo-CL,20.12,Optical,Wired,2300.0,Right,Black / White,Office/Budget,27.83
Zowie EC2-eVo WHITE,28.25,Optical,Wired,2300.0,Right,White,Office/Budget,27.83
Etekcity Scroll M535,51.98,Optical,Wired,3000.0,Right,Black / Blue,Mid-Range Gaming,29.0
Samsung AA-SM7PWRP/US,27.29,Laser,Wireless,1600.0,Both,Black / Pink,Office/Budget,42.67
Samsung AA-SM7PWRB/US,48.27,Laser,Wireless,1600.0,Both,Black,Portable,42.67
Logisys MS609SL,16.55,Optical,Wired,800.0,Both,Silver,Office/Budget,25.33
Thermaltake TALON Blue LED,51.98,Optical,Wired,3000.0,Right,Black / Blue,Mid-Range Gaming,29.0
Thermaltake TALON,38.53,Optical,Wired,3000.0,Right,Multicolor,Mid-Range Gaming,29.0
Cougar 700M,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Mad Catz R.A.T. TE,139.27,Laser,Wired,8200.0,Right,Black / White,Mid-Range Gaming,37.67
Mad Catz M.M.O. TE,70.93,Laser,Wired,8200.0,Right,Black / Blue,Mid-Range Gaming,37.67
Thermaltake Level 10 M Hybrid,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
Microsoft Arc Touch Mouse Surface Edition,48.49,Laser,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
Microsoft GMF-00408,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
HP ET424AA,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Cougar 200M,20.97,Optical,Wired,2000.0,Right,Black / Red,Office/Budget,27.33
ROCCAT KONE XTD,59.54,Optical,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
Gigabyte Raptor,58.94,Optical,Wired,4000.0,Right,Black / Red,Mid-Range Gaming,30.67
Microsoft GMF-00413,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Gigabyte AIRE M93 ICE,43.34,Laser,Wireless,2000.0,Right,Black / Blue,Portable,43.33
GAMDIAS Zeus Esports Edition,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Cougar 600M,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Mad Catz Office R.A.T.,62.52,Laser,Bluetooth Wireless,3200.0,Right,Black,Portable,45.33
MS-Tech SM-X35,34.87,Laser,Wired,2400.0,Right,Black,Mid-Range Gaming,28.0
Anker AK-98AN2000-BA,56.34,Optical,Wired,4000.0,Right,Black / Blue,Mid-Range Gaming,30.67
Aula Killing Soul SI-928,18.98,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Mad Catz R.A.T.,96.95,Laser,Wireless,3200.0,Right,White,Portable,45.33
IOGEAR NRG3,77.64,Laser,Wireless,2000.0,Right,Black,Portable,43.33
FinalMouse FinalMouse 2015,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
SIIG JK-WR0A12-S1,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
SIIG JK-WR0C12-S1,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
SIIG JK-WR0G12-S1,22.46,Optical,Wireless,1000.0,Both,Black / Red,Office/Budget,41.67
EVGA TORQ X5,86.9,Optical,Wired,6400.0,Both,Black / White,Mid-Range Gaming,34.67
SIIG JK-WR0912-S1,29.21,Optical,Wireless,1000.0,Right,Red,Office/Budget,41.67
SIIG JK-WR0B12-S1,48.62,Optical,Wireless,1000.0,Right,Blue,Portable,41.67
SIIG JK-WR0F12-S1,22.65,Optical,Wireless,1000.0,Right,Orange,Office/Budget,41.67
EVGA TORQ X5L,120.9,Laser,Wired,8200.0,Both,Black / Orange,Mid-Range Gaming,37.67
Lenovo 0B47167,17.95,Optical,Wireless,1200.0,Both,Silver,Office/Budget,42.0
SIIG JK-WR0D12-S1,115.63,Optical,Wireless,1000.0,Both,Black / Blue,Portable,41.67
SIIG JK-WR0E12-S1,20.47,Optical,Wireless,1000.0,Both,Black / Green,Office/Budget,41.67
Gear Head BT9750BLU,48.91,Optical,Bluetooth Wireless,1600.0,Right,Black / Blue,Portable,42.67
Gear Head BT9750RED,26.72,Optical,Bluetooth Wireless,1600.0,Right,Black / Red,Office/Budget,42.67
Rosewill RM-D2P,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
Rosewill RM-D2U,25.03,Optical,Wired,2000.0,Both,Black,Office/Budget,27.33
Microsoft Designer,31.42,Optical,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
Rosewill RM-7800BL,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Rosewill RM-7800PK,29.68,Optical,Wireless,1600.0,Right,Pink,Office/Budget,42.67
UtechSmart VENUS-B,100.78,Laser,Wired,16400.0,Right,Gray,Mid-Range Gaming,51.33
Thermaltake VENTUS X,70.53,Laser,Wired,5700.0,Right,Black,Mid-Range Gaming,33.5
Monoprice MP-MiCo Optical Pro,13.8,Optical,Wired,1600.0,Both,Blue / White,Office/Budget,26.67
Monoprice 11154,36.0,Laser,Wired,1600.0,Right,Black,Mid-Range Gaming,26.67
Monoprice 11155,26.49,Laser,Wired,2400.0,Right,Black / Green,Office/Budget,28.0
Monoprice 8495,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Monoprice 9253,45.44,Optical,Wired,3200.0,Both,Black / Red,Mid-Range Gaming,29.33
Monoprice 9254,43.22,Optical,Wired,3200.0,Both,Black / Blue,Mid-Range Gaming,29.33
Monoprice 9255,43.22,Optical,Wired,3200.0,Both,Black / Blue,Mid-Range Gaming,29.33
Monoprice M24,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Monoprice M19,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Monoprice 9258,41.69,Optical,Wired,3400.0,Right,Black / Red,Mid-Range Gaming,29.67
Monoprice Executor,78.62,Laser,Wired,5600.0,Right,Black,Mid-Range Gaming,33.33
Kensington Pro Fit 2.4 GHz Wireless Mid-Size Mouse,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Kensington Pro Fit Mobile Wireless Mouse,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Kensington Pro Fit Full-Size Mouse,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Kensington PocketMouse,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Dell WM615,36.39,Laser,Bluetooth Wireless,1000.0,Both,Black,Portable,41.67
Cooler Master Storm Reaper,130.03,Laser,Wired,8200.0,Right,Black / Silver,Mid-Range Gaming,37.67
AZIO EXO1,43.25,Optical,Wired,3500.0,Right,Black / Red,Mid-Range Gaming,29.83
Gear Head BT9750BLK,29.53,Optical,Bluetooth Wireless,1600.0,Right,Black,Office/Budget,42.67
Kensington MP230L,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Mad Catz Office R.A.T. M,27.62,Optical,Bluetooth Wireless,2000.0,Right,Black / White,Office/Budget,43.33
Razer Abyssus,28.9,Optical,Wired,3500.0,Both,Black,Office/Budget,29.83
Dell WM123,22.54,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
Key Ovation KOV-N200BCM,58.2,Optical,Wired,3000.0,Right,Black,Mid-Range Gaming,29.0
Key Ovation KOV-N200SCL,111.43,Optical,Wired,3000.0,Right,Black / Silver,Mid-Range Gaming,29.0
Lenovo 0B47165,18.92,Optical,Wireless,3200.0,Both,Red,Office/Budget,45.33
Logitech M325c Lucas Lion,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Logitech M325c Francesca Fox,39.99,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
Logitech M325c Purple Zigzag,79.94,Optical,Wireless,3200.0,Both,Purple,Portable,45.33
Logitech M325c Blue Zigzag,31.22,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
Logitech M325c Blue Harlequin,49.95,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
ROCCAT Kone Pure Naval Storm,68.59,Optical,Wired,5000.0,Right,Black / Silver,Mid-Range Gaming,32.33
ROCCAT Kone Pure Desert Strike,40.44,Optical,Wired,5000.0,Right,Brown / Black,Mid-Range Gaming,32.33
Rosewill Reflex,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Key Ovation KOV-N200BCL,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Key Ovation KOV-N200SCM,114.01,Optical,Wired,4000.0,Both,Black / Silver,Mid-Range Gaming,30.67
Key Ovation KOV-RS200CL,31.03,Optical,Wired,3400.0,Right,Black,Mid-Range Gaming,29.67
Key Ovation KOV-RS200CM,31.03,Optical,Wired,3400.0,Right,Black,Mid-Range Gaming,29.67
Cougar 230M,13.45,Optical,Wired,3200.0,Both,White / Yellow,Office/Budget,29.33
Cougar 250M,67.39,Optical,Wired,4000.0,Both,Black / Orange,Mid-Range Gaming,30.67
Cougar 300M,102.42,Optical,Wired,4000.0,Right,Black / Orange,Mid-Range Gaming,30.67
Cougar 500M,86.51,Optical,Wired,4000.0,Right,Black / White,Mid-Range Gaming,30.67
Gear Head MP2120CMO,25.36,Optical,Wireless,3200.0,Both,Camo,Office/Budget,45.33
Gear Head MP2120RDF,73.98,Optical,Wireless,3200.0,Both,Black / Red,Portable,45.33
Gear Head MP2120SNL,40.81,Optical,Wireless,3200.0,Both,Black / White,Portable,45.33
Logitech M325 Purple Peace,20.47,Optical,Wireless,1000.0,Both,White / Purple,Office/Budget,41.67
Logitech M325 Moody Blue,29.99,Optical,Wireless,1000.0,Both,Blue,Office/Budget,41.67
Logitech M325 Zany,20.47,Optical,Wireless,1000.0,Both,Silver / White,Office/Budget,41.67
Etekcity Scroll Alpha,76.1,Laser,Wired,8200.0,Both,Black / Blue,Mid-Range Gaming,37.67
Kensington K72392US,22.12,Optical,Wireless,1000.0,Both,Black,Office/Budget,41.67
SolidTek MS-233BU,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Adesso iMouse E50,47.88,Laser,Wireless,1000.0,Right,Black,Portable,41.67
Adesso iMouse E60L,20.47,Optical,Wireless,1000.0,Both,Blue / Silver,Office/Budget,41.67
Adesso iMouse E60W,26.8,Optical,Wireless,1000.0,Both,White,Office/Budget,41.67
Adesso iMouse W2,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
Gear Head MPT3500PUR-CP10,23.59,Optical,Wireless,800.0,Right,Black / Purple,Office/Budget,41.33
Microsoft GMF-00403,34.47,Optical,Wireless,3200.0,Both,Multicolor,Portable,45.33
IOGEAR Chimera M2,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Lenovo 40K9200,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Logitech M187,39.99,Optical,Wireless,1000.0,Both,Red,Portable,41.67
SMK-Link VP3815-TAA,13.52,Optical,Wired,800.0,Both,Black,Office/Budget,25.33
V7 GM110-2N,86.51,Optical,Wired,4000.0,Right,Black / White,Mid-Range Gaming,30.67
V7 GM120-2N,102.42,Optical,Wired,4000.0,Right,Black / Orange,Mid-Range Gaming,30.67
Adesso IMOUSES4,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
Patriot Viper V560,54.84,Laser,Wired,8200.0,Right,Black / Red,Mid-Range Gaming,37.67
Takara Tomy Transformers DinoSaurer,56.87,Optical,Wired,3200.0,Both,Black / Orange,Mid-Range Gaming,29.33
GE 97986,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Asus STRIX CLAW DARK EDITION,99.08,Optical,Wired,5000.0,Right,Black / Orange,Mid-Range Gaming,32.33
Genius M6-600,80.92,Optical,Wired,5000.0,Right,Black / White,Mid-Range Gaming,32.33
Genius M8-610,139.27,Laser,Wired,8200.0,Right,Black / White,Mid-Range Gaming,37.67
Adesso iMouse E60P,32.87,Optical,Wireless,1000.0,Both,Pink,Portable,41.67
Adesso iMouse E60Y,20.47,Optical,Wireless,1000.0,Both,Yellow,Office/Budget,41.67
Corsair M65,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
EVGA TORQ X3,114.01,Optical,Wired,4000.0,Both,Black / Silver,Mid-Range Gaming,30.67
Gear Head MP2120LPD,55.46,Optical,Wireless,3200.0,Both,Black / Orange,Portable,45.33
Mad Catz R.A.T. PRO X,66.58,Laser,Wired,8200.0,Right,Black / Green,Mid-Range Gaming,37.67
Razer Diamondback,141.15,Laser,Wired,16000.0,Both,Black,Mid-Range Gaming,50.67
Adesso iMouse E60B,77.69,Optical,Wireless,1000.0,Both,Black / Silver,Portable,41.67
Adesso iMouse E60G,20.47,Optical,Wireless,1000.0,Both,Green / Silver,Office/Budget,41.67
Genius M6-400,38.53,Optical,Wired,5000.0,Both,Black / Gold,Mid-Range Gaming,32.33
HEC HM153,17.83,Optical,Wired,1600.0,Both,Black / Red,Office/Budget,26.67
A4Tech G7CR-60B,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
A4Tech TL80,60.0,Laser,Wired,8200.0,Both,Black / Red,Mid-Range Gaming,37.67
Kensington K74531WW,11.0,Optical,Wired,3200.0,Both,White,Office/Budget,29.33
Kensington K74532WW,19.1,Optical,Wireless,3200.0,Both,White,Office/Budget,45.33
Ninox Aurora,58.94,Optical,Wired,4000.0,Right,Black / Red,Mid-Range Gaming,30.67
Razer Orochi 8200 Chroma,184.42,Laser,Wireless,8200.0,Both,Black,Portable,53.67
Feenix Nascita,139.27,Laser,Wired,8200.0,Right,Black / White,Mid-Range Gaming,37.67
Cooler Master Xornet II,58.2,Optical,Wired,3320.0,Right,Black,Mid-Range Gaming,29.53
A4Tech ML160,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Adesso iMouse E2,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Adesso iMouse E20,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Adesso iMouse E40,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
Gear Head MP1975BLK,61.88,Optical,Wireless,3200.0,Right,Black,Portable,45.33
Gear Head MP1975BLU,31.22,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
Gear Head MP1975RED,18.92,Optical,Wireless,3200.0,Both,Red,Office/Budget,45.33
Gear Head MP2100NBL,31.22,Optical,Wireless,3200.0,Both,Blue,Portable,45.33
Gear Head MP2100NGR,23.53,Optical,Wireless,3200.0,Both,Green,Office/Budget,45.33
Gear Head MP2100NPK,25.57,Optical,Wireless,3200.0,Both,Pink,Office/Budget,45.33
Gear Head MP2100NPR,79.94,Optical,Wireless,3200.0,Both,Purple,Portable,45.33
HP X1500,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Razer DeathAdder Chroma(Call of Duty: Black Ops III Edition),79.7,Optical,Wired,10000.0,Right,Black / Silver,Mid-Range Gaming,40.67
ROCCAT Kiro,41.47,Optical,Wired,4000.0,Both,Black,Mid-Range Gaming,30.67
Microsoft Arc Touch,37.28,Laser,Bluetooth Wireless,3200.0,Both,Gray,Portable,45.33
Monoprice MP-AM,23.66,Optical,Wired,2300.0,Both,Black / Red,Office/Budget,27.83
Satechi Edge,65.81,Optical,Wireless,4000.0,Right,Black,Portable,46.67
Cooler Master Sentinel III,59.54,Optical,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
HP Star Wars Special Edition,86.4,Laser,Wireless,3200.0,Both,Black / Red,Portable,45.33
Logitech 910-001648,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Logitech M525,73.98,Optical,Wireless,3200.0,Both,Black / Red,Portable,45.33
Logitech 910-002897,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
Logitech M325 Brilliant Rose,34.57,Laser,Wireless,3200.0,Both,Black / Pink,Portable,45.33
Mad Catz R.A.T. PRO S,33.51,Optical,Wired,5000.0,Right,Black / Green,Mid-Range Gaming,32.33
Mad Catz R.A.T.1,15.68,Optical,Wired,3500.0,Both,Green,Office/Budget,29.83
Microsoft Comfort Mouse 4500,46.73,Laser,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Microsoft Mobile 3500,35.46,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft GMF-00045,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Microsoft U81-00010,28.56,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Targus AMW50CA,66.22,Optical,Wireless,3200.0,Both,Black / Silver,Portable,45.33
Monoprice 109287,59.23,Laser,Wired,3200.0,Both,Black,Mid-Range Gaming,29.33
Jeecoo James Donkey 007,76.91,Laser,Wired,8200.0,Both,Gunmetal,Mid-Range Gaming,37.67
SHARKK MS-SK2562,57.19,Laser,Wired,16400.0,Right,Black / Blue,Mid-Range Gaming,51.33
Sentey GS-3521,65.28,Laser,Wired,3400.0,Right,Black / Red,Mid-Range Gaming,29.67
ROCCAT Nyth,90.2,Laser,Wired,12000.0,Right,White,Mid-Range Gaming,44.0
Genius NX 7010,16.17,Optical,Wireless,3200.0,Both,Gray,Office/Budget,45.33
Genius Ammox X1 400,45.44,Optical,Wired,3200.0,Both,Black / Red,Mid-Range Gaming,29.33
Gigabyte XM300,59.54,Optical,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
SHARKK MS-SK2511,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
